"標準地域コード","都道府県","政令市･郡･支庁･振興局等","政令市･郡･支庁･振興局等（ふりがな）","市区町村","市区町村（ふりがな）","廃置分合等施行年月日","改正事由"
"15544","新潟県","中頸城郡","なかくびきぐん","吉川町","よしかわまち","2005-01-01","安塚町(15521)、浦川原村(15522)、大島村(15525)、牧村(15526)、柿崎町(15541)、大潟町(15542)、頸城村(15543)、吉川町(15544)、中郷村(15546)、板倉町(15548)、清里村(15549)、三和村(15550)、名立町(15561)が上越市(15222)に編入"
"15545","新潟県","中頸城郡","なかくびきぐん","妙高高原町","みょうこうこうげんまち","2005-04-01","妙高高原町(15545)、妙高村(15547)が新井市(15217)に編入
中頸城郡(15540)の廃止"
"15546","新潟県","中頸城郡","なかくびきぐん","中郷村","なかごうむら","2005-01-01","安塚町(15521)、浦川原村(15522)、大島村(15525)、牧村(15526)、柿崎町(15541)、大潟町(15542)、頸城村(15543)、吉川町(15544)、中郷村(15546)、板倉町(15548)、清里村(15549)、三和村(15550)、名立町(15561)が上越市(15222)に編入"
"15547","新潟県","中頸城郡","なかくびきぐん","妙高村","みょうこうむら","2005-04-01","妙高高原町(15545)、妙高村(15547)が新井市(15217)に編入
中頸城郡(15540)の廃止"
"15548","新潟県","中頸城郡","なかくびきぐん","板倉町","いたくらまち","2005-01-01","安塚町(15521)、浦川原村(15522)、大島村(15525)、牧村(15526)、柿崎町(15541)、大潟町(15542)、頸城村(15543)、吉川町(15544)、中郷村(15546)、板倉町(15548)、清里村(15549)、三和村(15550)、名立町(15561)が上越市(15222)に編入"
"15549","新潟県","中頸城郡","なかくびきぐん","清里村","きよさとむら","2005-01-01","安塚町(15521)、浦川原村(15522)、大島村(15525)、牧村(15526)、柿崎町(15541)、大潟町(15542)、頸城村(15543)、吉川町(15544)、中郷村(15546)、板倉町(15548)、清里村(15549)、三和村(15550)、名立町(15561)が上越市(15222)に編入"
"15550","新潟県","中頸城郡","なかくびきぐん","三和村","さんわむら","2005-01-01","安塚町(15521)、浦川原村(15522)、大島村(15525)、牧村(15526)、柿崎町(15541)、大潟町(15542)、頸城村(15543)、吉川町(15544)、中郷村(15546)、板倉町(15548)、清里村(15549)、三和村(15550)、名立町(15561)が上越市(15222)に編入"
"15561","新潟県","西頸城郡","にしくびきぐん","名立町","なだちまち","2005-01-01","安塚町(15521)、浦川原村(15522)、大島村(15525)、牧村(15526)、柿崎町(15541)、大潟町(15542)、頸城村(15543)、吉川町(15544)、中郷村(15546)、板倉町(15548)、清里村(15549)、三和村(15550)、名立町(15561)が上越市(15222)に編入"
"15562","新潟県","西頸城郡","にしくびきぐん","能生町","のうまち","2005-03-19","糸魚川市(15216)、能生町(15562)、青海町(15563)が合併し、糸魚川市を新設
西頸城郡(15560)の廃止"
"15563","新潟県","西頸城郡","にしくびきぐん","青海町","おうみまち","2005-03-19","糸魚川市(15216)、能生町(15562)、青海町(15563)が合併し、糸魚川市を新設
西頸城郡(15560)の廃止"
"15582","新潟県","岩船郡","いわふねぐん","荒川町","あらかわまち","2008-04-01","村上市(15212)、荒川町(15582)、神林村(15583)、朝日村(15584)、山北町(15585)が合併し、村上市を新設"
"15583","新潟県","岩船郡","いわふねぐん","神林村","かみはやしむら","2008-04-01","村上市(15212)、荒川町(15582)、神林村(15583)、朝日村(15584)、山北町(15585)が合併し、村上市を新設"
"15584","新潟県","岩船郡","いわふねぐん","朝日村","あさひむら","2008-04-01","村上市(15212)、荒川町(15582)、神林村(15583)、朝日村(15584)、山北町(15585)が合併し、村上市を新設"
"15585","新潟県","岩船郡","いわふねぐん","山北町","さんぽくまち","2008-04-01","村上市(15212)、荒川町(15582)、神林村(15583)、朝日村(15584)、山北町(15585)が合併し、村上市を新設"
"15601","新潟県","佐渡郡","さどぐん","相川町","あいかわまち","2004-03-01","両津市(15219)、相川町(15601)、佐和田町(15602)、金井町(15603)、新穂村(15604)、畑野町(15605)、真野町(15606)、小木町(15607)、羽茂町(15608)、赤泊村(15609)が合併し、佐渡市(15224)を新設
佐渡郡(15600)の廃止"
"15602","新潟県","佐渡郡","さどぐん","佐和田町","さわたまち","2004-03-01","両津市(15219)、相川町(15601)、佐和田町(15602)、金井町(15603)、新穂村(15604)、畑野町(15605)、真野町(15606)、小木町(15607)、羽茂町(15608)、赤泊村(15609)が合併し、佐渡市(15224)を新設
佐渡郡(15600)の廃止"
"15603","新潟県","佐渡郡","さどぐん","金井町","かないまち","2004-03-01","両津市(15219)、相川町(15601)、佐和田町(15602)、金井町(15603)、新穂村(15604)、畑野町(15605)、真野町(15606)、小木町(15607)、羽茂町(15608)、赤泊村(15609)が合併し、佐渡市(15224)を新設
佐渡郡(15600)の廃止"
"15604","新潟県","佐渡郡","さどぐん","新穂村","にいぼむら","2004-03-01","両津市(15219)、相川町(15601)、佐和田町(15602)、金井町(15603)、新穂村(15604)、畑野町(15605)、真野町(15606)、小木町(15607)、羽茂町(15608)、赤泊村(15609)が合併し、佐渡市(15224)を新設
佐渡郡(15600)の廃止"
"15605","新潟県","佐渡郡","さどぐん","畑野町","はたのまち","2004-03-01","両津市(15219)、相川町(15601)、佐和田町(15602)、金井町(15603)、新穂村(15604)、畑野町(15605)、真野町(15606)、小木町(15607)、羽茂町(15608)、赤泊村(15609)が合併し、佐渡市(15224)を新設
佐渡郡(15600)の廃止"
"15606","新潟県","佐渡郡","さどぐん","真野町","まのまち","2004-03-01","両津市(15219)、相川町(15601)、佐和田町(15602)、金井町(15603)、新穂村(15604)、畑野町(15605)、真野町(15606)、小木町(15607)、羽茂町(15608)、赤泊村(15609)が合併し、佐渡市(15224)を新設
佐渡郡(15600)の廃止"
"15607","新潟県","佐渡郡","さどぐん","小木町","おぎまち","2004-03-01","両津市(15219)、相川町(15601)、佐和田町(15602)、金井町(15603)、新穂村(15604)、畑野町(15605)、真野町(15606)、小木町(15607)、羽茂町(15608)、赤泊村(15609)が合併し、佐渡市(15224)を新設
佐渡郡(15600)の廃止"
"15608","新潟県","佐渡郡","さどぐん","羽茂町","はもちまち","2004-03-01","両津市(15219)、相川町(15601)、佐和田町(15602)、金井町(15603)、新穂村(15604)、畑野町(15605)、真野町(15606)、小木町(15607)、羽茂町(15608)、赤泊村(15609)が合併し、佐渡市(15224)を新設
佐渡郡(15600)の廃止"
"15609","新潟県","佐渡郡","さどぐん","赤泊村","あかどまりむら","2004-03-01","両津市(15219)、相川町(15601)、佐和田町(15602)、金井町(15603)、新穂村(15604)、畑野町(15605)、真野町(15606)、小木町(15607)、羽茂町(15608)、赤泊村(15609)が合併し、佐渡市(15224)を新設
佐渡郡(15600)の廃止"
"16201","富山県","","","富山市","とやまし","1996-04-01","富山市(16201)が中核市に移行"
"16201","富山県","","","富山市","とやまし","2005-04-01","富山市(16201)、大沢野町(16301)、大山町(16302)、八尾町(16361)、婦中町(16362)、山田村(16363)、細入村(16364)が合併し、富山市を新設
上新川郡(16300)の廃止
婦負郡(16360)の廃止"
"16202","富山県","","","高岡市","たかおかし","2005-11-01","高岡市(16202)、福岡町(16422)が合併し、高岡市を新設
西礪波郡(16420)の廃止"
"16203","富山県","","","新湊市","しんみなとし","2005-11-01","新湊市(16203)、小杉町(16381)、大門町(16382)、下村(16383)、大島町(16384)が合併し、射水市(16211)を新設
射水郡(16380)の廃止"
"16207","富山県","","","黒部市","くろべし","2006-03-31","黒部市(16207)、宇奈月町(16341)が合併し、黒部市を新設"
"16208","富山県","","","砺波市","となみし","2004-11-01","砺波市(16208)、庄川町(16405)が合併し、砺波市を新設"
"16210","富山県","","","南砺市","なんとし","2004-11-01","城端町(16401)、平村(16402)、上平村(16403)、利賀村(16404)、井波町(16406)、井口村(16407)、福野町(16408)、福光町(16421)が合併し、南砺市(16210)を新設
東礪波郡(16400)の廃止"
"16211","富山県","","","射水市","いみずし","2005-11-01","新湊市(16203)、小杉町(16381)、大門町(16382)、下村(16383)、大島町(16384)が合併し、射水市(16211)を新設
射水郡(16380)の廃止"
"16301","富山県","上新川郡","かみにいかわぐん","大沢野町","おおさわのまち","2005-04-01","富山市(16201)、大沢野町(16301)、大山町(16302)、八尾町(16361)、婦中町(16362)、山田村(16363)、細入村(16364)が合併し、富山市を新設
上新川郡(16300)の廃止
婦負郡(16360)の廃止"
"16302","富山県","上新川郡","かみにいかわぐん","大山町","おおやままち","2005-04-01","富山市(16201)、大沢野町(16301)、大山町(16302)、八尾町(16361)、婦中町(16362)、山田村(16363)、細入村(16364)が合併し、富山市を新設
上新川郡(16300)の廃止
婦負郡(16360)の廃止"
"16341","富山県","下新川郡","しもにいかわぐん","宇奈月町","うなづきまち","2006-03-31","黒部市(16207)、宇奈月町(16341)が合併し、黒部市を新設"
"16361","富山県","婦負郡","ねいぐん","八尾町","やつおまち","2005-04-01","富山市(16201)、大沢野町(16301)、大山町(16302)、八尾町(16361)、婦中町(16362)、山田村(16363)、細入村(16364)が合併し、富山市を新設
上新川郡(16300)の廃止
婦負郡(16360)の廃止"
"16362","富山県","婦負郡","ねいぐん","婦中町","ふちゅうまち","2005-04-01","富山市(16201)、大沢野町(16301)、大山町(16302)、八尾町(16361)、婦中町(16362)、山田村(16363)、細入村(16364)が合併し、富山市を新設
上新川郡(16300)の廃止
婦負郡(16360)の廃止"
"16363","富山県","婦負郡","ねいぐん","山田村","やまだむら","2005-04-01","富山市(16201)、大沢野町(16301)、大山町(16302)、八尾町(16361)、婦中町(16362)、山田村(16363)、細入村(16364)が合併し、富山市を新設
上新川郡(16300)の廃止
婦負郡(16360)の廃止"
"16364","富山県","婦負郡","ねいぐん","細入村","ほそいりむら","2005-04-01","富山市(16201)、大沢野町(16301)、大山町(16302)、八尾町(16361)、婦中町(16362)、山田村(16363)、細入村(16364)が合併し、富山市を新設
上新川郡(16300)の廃止
婦負郡(16360)の廃止"
"16381","富山県","射水郡","いみずぐん","小杉町","こすぎまち","2005-11-01","新湊市(16203)、小杉町(16381)、大門町(16382)、下村(16383)、大島町(16384)が合併し、射水市(16211)を新設
射水郡(16380)の廃止"
"16382","富山県","射水郡","いみずぐん","大門町","だいもんまち","2005-11-01","新湊市(16203)、小杉町(16381)、大門町(16382)、下村(16383)、大島町(16384)が合併し、射水市(16211)を新設
射水郡(16380)の廃止"
"16383","富山県","射水郡","いみずぐん","下村","しもむら","2005-11-01","新湊市(16203)、小杉町(16381)、大門町(16382)、下村(16383)、大島町(16384)が合併し、射水市(16211)を新設
射水郡(16380)の廃止"
"16384","富山県","射水郡","いみずぐん","大島町","おおしままち","2005-11-01","新湊市(16203)、小杉町(16381)、大門町(16382)、下村(16383)、大島町(16384)が合併し、射水市(16211)を新設
射水郡(16380)の廃止"
"16401","富山県","東礪波郡","ひがしとなみぐん","城端町","じょうはなまち","2004-11-01","城端町(16401)、平村(16402)、上平村(16403)、利賀村(16404)、井波町(16406)、井口村(16407)、福野町(16408)、福光町(16421)が合併し、南砺市(16210)を新設
東礪波郡(16400)の廃止"
"16402","富山県","東礪波郡","ひがしとなみぐん","平村","たいらむら","2004-11-01","城端町(16401)、平村(16402)、上平村(16403)、利賀村(16404)、井波町(16406)、井口村(16407)、福野町(16408)、福光町(16421)が合併し、南砺市(16210)を新設
東礪波郡(16400)の廃止"
"16403","富山県","東礪波郡","ひがしとなみぐん","上平村","かみたいらむら","2004-11-01","城端町(16401)、平村(16402)、上平村(16403)、利賀村(16404)、井波町(16406)、井口村(16407)、福野町(16408)、福光町(16421)が合併し、南砺市(16210)を新設
東礪波郡(16400)の廃止"
"16404","富山県","東礪波郡","ひがしとなみぐん","利賀村","とがむら","2004-11-01","城端町(16401)、平村(16402)、上平村(16403)、利賀村(16404)、井波町(16406)、井口村(16407)、福野町(16408)、福光町(16421)が合併し、南砺市(16210)を新設
東礪波郡(16400)の廃止"
"16405","富山県","東礪波郡","ひがしとなみぐん","庄川町","しょうがわまち","2004-11-01","砺波市(16208)、庄川町(16405)が合併し、砺波市を新設"
